"pid","hid","age","sex","n.samples","wave","reporting.day","n.contact.total","n.loc.group","n.contact.0-4","n.contact.5-19","n.contact.20-39","n.contact.40-64","n.contact.65+"
439,287,46,"F",1,"R2","Wednesday",2,"1",0,0,0,2,0
444,290,60,"M",4,"R2","Wednesday",3,"1",0,0,1,2,0
455,298,61,"F",4,"R2","Wednesday",9,"5",0,0,6,2,1
562,372,52,"F",1,"R2","Wednesday",5,"3",0,0,2,3,0
570,378,37,"F",2,"R2","Wednesday",7,"1",0,0,7,0,0
589,395,58,"M",4,"R2","Wednesday",14,"4",0,0,3,10,1
1101,396,61,"F",4,"R2","Wednesday",15,"2",0,0,2,3,10
607,410,58,"M",2,"R2","Wednesday",10,"5",0,1,2,7,0
634,431,52,"F",3,"R2","Wednesday",45,"3",0,0,2,33,10
1102,431,55,"M",4,"R2","Wednesday",3,"1",0,0,1,2,0
659,450,62,"F",1,"R2","Wednesday",7,"3",0,0,0,6,1
1103,130,24,"M",1,"R2","Thursday",18,"1",0,0,11,7,0
1104,130,59,"M",1,"R2","Thursday",3,"0",0,0,2,1,0
299,200,24,"M",4,"R2","Thursday",17,"2",0,0,15,2,0
300,200,52,"F",4,"R2","Thursday",24,"1",0,0,15,9,0
390,255,65,"M",4,"R2","Thursday",387,"3",6,24,260,85,12
635,432,61,"F",2,"R2","Thursday",19,"1",0,18,0,0,1
208,147,63,"F",4,"R2","Wednesday",2,"0",0,0,1,0,1
209,147,64,"M",1,"R2","Wednesday",2,"1",0,0,1,1,0
1105,555,41,"F",1,"R2","Wednesday",18,"1",0,2,6,10,0
793,555,48,"M",3,"R2","Wednesday",13,"1",0,2,5,6,0
252,175,72,"M",1,"R2","Wednesday",14,"3",1,0,2,4,7
811,567,72,"F",4,"R2","Wednesday",7,"1",1,0,1,0,5
813,568,63,"M",4,"R2","Wednesday",0,NA,0,0,0,0,0
386,252,45,"F",1,"R2","Wednesday",3,"1",0,0,2,1,0
1106,277,38,"F",2,"R2","Wednesday",15,"2",0,0,11,3,1
423,277,69,"M",3,"R2","Wednesday",10,"2",0,0,4,6,0
1107,323,73,"M",4,"R2","Wednesday",4,"3",0,1,1,2,0
521,342,49,"F",4,"R2","Wednesday",1,"0",0,0,0,1,0
523,344,46,"F",1,"R2","Wednesday",5,"3",0,0,0,5,0
1108,369,23,"F",3,"R2","Wednesday",4,"2",0,2,0,2,0
574,380,53,"M",2,"R2","Wednesday",2,"2",0,0,0,2,0
580,386,51,"F",2,"R2","Wednesday",16,"2",0,1,7,8,0
826,581,53,"F",4,"R2","Wednesday",4,"3",0,0,2,2,0
835,589,50,"F",1,"R2","Wednesday",64,"3",0,50,9,5,0
838,591,52,"F",3,"R2","Wednesday",138,"0",30,30,59,19,0
687,467,54,"F",3,"R2","Wednesday",5,"1",0,1,1,3,0
707,484,63,"F",1,"R2","Wednesday",17,"0",0,0,8,0,9
137,109,45,"M",3,"R2","Thursday",12,"1",0,0,8,4,0
148,113,62,"F",3,"R2","Thursday",6,"2",0,0,3,3,0
211,148,52,"F",3,"R2","Thursday",7,"1",1,1,4,0,1
232,162,52,"M",1,"R2","Thursday",41,"1",0,0,40,1,0
802,560,46,"F",1,"R2","Thursday",6,"3",0,2,2,2,0
1109,196,23,"F",4,"R2","Thursday",26,"0",0,0,18,8,0
294,196,56,"M",4,"R2","Thursday",5,"0",0,0,0,5,0
1110,209,24,"M",4,"R2","Thursday",35,"2",0,0,18,17,0
317,209,51,"F",1,"R2","Thursday",19,"1",0,10,5,4,0
808,564,48,"F",3,"R2","Thursday",27,"1",0,0,18,8,1
857,228,52,"M",4,"R2","Thursday",2,"1",0,0,2,0,0
858,262,68,"F",3,"R2","Thursday",10,"4",0,0,1,2,7
400,262,78,"M",2,"R2","Thursday",6,"2",0,0,0,0,6
817,572,75,"F",3,"R2","Thursday",4,"0",0,0,0,4,0
440,288,9,"M",3,"R2","Thursday",10,"4",1,6,3,0,0
1111,288,12,"M",3,"R2","Thursday",24,"6+",0,22,1,1,0
441,288,37,"F",1,"R2","Thursday",7,"2",0,2,1,4,0
556,367,69,"M",1,"R2","Thursday",12,"4",0,0,4,3,5
577,383,49,"F",3,"R2","Thursday",3,"0",0,1,1,1,0
579,385,61,"F",2,"R2","Thursday",17,"2",0,0,6,11,0
830,584,61,"M",3,"R2","Thursday",21,"3",1,0,3,17,0
1112,445,66,"M",2,"R2","Thursday",18,"3",0,0,13,5,0
697,477,82,"M",3,"R2","Thursday",2,"0",0,0,1,1,0
93,89,56,"M",2,"R2","Friday",9,"2",0,1,3,5,0
1113,556,49,"M",3,"R2","Friday",18,"4",0,4,8,6,0
1114,236,30,"M",3,"R2","Friday",72,"3",0,20,27,24,1
362,236,65,"F",1,"R2","Friday",23,"6+",0,0,14,6,3
365,239,23,"F",3,"R2","Friday",46,"1",0,30,5,11,0
366,239,55,"F",3,"R2","Friday",82,"3",0,0,13,39,30
367,239,60,"M",4,"R2","Friday",12,"3",0,0,1,11,0
462,302,51,"F",1,"R2","Friday",9,"4",0,0,1,7,1
819,574,64,"M",3,"R2","Friday",2,"1",1,0,0,1,0
1115,357,50,"M",3,"R2","Friday",13,"6+",0,0,6,7,0
823,578,58,"F",1,"R2","Friday",0,NA,0,0,0,0,0
825,580,66,"F",4,"R2","Friday",13,"3",0,1,2,7,3
829,583,62,"F",2,"R2","Friday",5,"2",0,0,0,5,0
630,427,44,"M",4,"R2","Friday",4,"0",1,1,2,0,0
637,434,51,"F",3,"R2","Friday",2,"1",0,0,1,1,0
781,547,50,"F",4,"R2","Saturday",8,"2",0,1,1,6,0
1116,548,49,"M",2,"R2","Saturday",8,"4",0,0,3,5,0
1117,609,63,"M",2,"R2","Saturday",3,"1",0,0,0,3,0
878,610,27,"M",2,"R2","Saturday",4,"2",0,1,3,0,0
227,158,27,"F",2,"R2","Saturday",4,"2",0,0,3,1,0
1118,557,55,"F",2,"R2","Saturday",4,"2",0,1,1,0,2
1119,566,47,"F",4,"R2","Saturday",7,"6+",1,1,3,2,0
1120,223,78,"M",2,"R2","Saturday",11,"1",0,0,0,0,11
341,223,78,"F",4,"R2","Saturday",3,"0",0,0,0,1,2
814,569,62,"M",4,"R2","Saturday",9,"4",0,0,3,6,0
447,291,48,"F",4,"R2","Saturday",3,"2",0,2,0,1,0
465,305,46,"M",3,"R2","Saturday",4,"3",0,0,2,2,0
1121,322,24,"F",4,"R2","Saturday",12,"1",0,0,9,3,0
489,322,26,"F",2,"R2","Saturday",20,"1",0,0,4,1,15
539,355,52,"F",4,"R2","Saturday",13,"3",0,1,10,1,1
557,368,63,"F",1,"R2","Saturday",20,"1",3,1,7,9,0
874,377,20,"F",1,"R2","Saturday",4,"1",0,1,1,2,0
569,377,47,"F",3,"R2","Saturday",8,"3",0,1,4,3,0
1122,456,64,"F",2,"R2","Saturday",6,"2",0,0,3,2,1
1123,463,29,"M",2,"R2","Saturday",14,"3",1,2,9,0,2
678,463,68,"F",2,"R2","Saturday",8,"2",1,0,3,3,1
679,463,69,"M",2,"R2","Saturday",4,"0",1,0,2,0,1
1124,463,24,"F",3,"R2","Saturday",9,"2",1,0,6,0,2
708,485,30,"F",3,"R2","Saturday",3,"1",0,0,2,1,0
1125,485,63,"M",3,"R2","Saturday",8,"2",0,0,4,3,1
709,485,64,"F",3,"R2","Saturday",11,"5",0,0,4,7,0
886,615,43,"M",3,"R2","Sunday",12,"5",0,2,2,8,0
887,616,57,"F",3,"R2","Sunday",19,"3",0,1,4,14,0
888,616,60,"M",2,"R2","Sunday",4,"3",0,1,0,3,0
889,617,20,"F",4,"R2","Sunday",5,"1",0,2,1,2,0
1126,617,61,"F",3,"R2","Sunday",0,NA,0,0,0,0,0
890,618,49,"F",3,"R2","Sunday",13,"2",0,2,2,7,2
891,619,66,"F",1,"R2","Sunday",3,"1",0,0,2,0,1
1127,620,28,"M",3,"R2","Sunday",3,"0",0,0,1,2,0
893,621,47,"F",2,"R2","Sunday",2,"0",0,1,0,1,0
1128,621,59,"F",4,"R2","Sunday",2,"0",0,1,0,1,0
894,622,57,"F",3,"R2","Sunday",15,"3",0,0,14,1,0
895,622,59,"M",2,"R2","Sunday",1,"0",0,0,0,1,0
896,623,49,"F",2,"R2","Sunday",11,"2",0,5,0,6,0
897,624,58,"F",4,"R2","Sunday",4,"5",0,0,3,1,0
898,625,52,"F",4,"R2","Sunday",25,"2",0,0,7,12,6
1129,626,47,"F",2,"R2","Sunday",12,"2",0,0,8,4,0
899,626,49,"M",2,"R2","Sunday",4,"2",0,0,1,3,0
901,627,62,"F",2,"R2","Sunday",6,"1",0,0,2,3,1
902,627,66,"M",2,"R2","Sunday",1,"0",0,0,0,1,0
903,628,61,"F",1,"R2","Sunday",1,"0",0,0,0,1,0
904,628,62,"M",4,"R2","Sunday",1,"0",0,0,0,1,0
905,629,56,"F",3,"R2","Sunday",4,"2",0,0,3,1,0
906,630,53,"M",2,"R2","Sunday",5,"2",0,0,3,1,1
910,631,52,"M",4,"R2","Sunday",24,"4",0,9,1,14,0
1130,632,20,"M",3,"R2","Sunday",6,"1",0,0,4,2,0
914,634,33,"M",1,"R2","Sunday",4,"2",0,0,3,1,0
917,637,23,"F",2,"R2","Sunday",3,"1",0,0,0,3,0
419,274,49,"F",2,"R2","Sunday",6,"2",0,2,1,3,0
1131,642,34,"F",4,"R2","Monday",136,"1",0,90,19,22,5
925,642,43,"F",3,"R2","Monday",12,"2",0,0,4,6,2
926,643,61,"F",4,"R2","Monday",9,"3",0,2,3,4,0
927,643,62,"M",1,"R2","Monday",8,"2",0,2,2,4,0
1132,644,54,"F",4,"R2","Monday",42,"1",0,0,16,15,11
929,644,66,"M",4,"R2","Monday",3,"1",0,0,1,1,1
930,645,60,"F",4,"R2","Monday",127,"2",0,100,10,17,0
1133,645,59,"F",1,"R2","Monday",2,"1",0,1,0,1,0
1134,646,NA,"M",3,"R2","Monday",4,"0",0,0,1,2,1
932,647,42,"F",4,"R2","Monday",12,"3",0,2,4,6,0
1135,647,55,"M",2,"R2","Monday",11,"3",0,2,2,7,0
933,648,60,"F",4,"R2","Monday",13,"2",0,0,0,3,10
934,649,59,"F",2,"R2","Monday",6,"3",0,0,3,3,0
935,650,70,"F",2,"R2","Monday",10,"3",1,0,2,3,4
937,651,76,"F",4,"R2","Monday",4,"1",0,0,1,3,0
1136,652,47,"F",1,"R2","Monday",243,"1",73,39,116,15,0
938,652,54,"M",2,"R2","Monday",11,"3",0,2,0,9,0
1137,654,33,"F",3,"R2","Monday",6,"2",0,0,4,2,0
940,654,34,"M",2,"R2","Monday",7,"2",0,0,7,0,0
941,655,62,"F",4,"R2","Monday",10,"2",0,0,1,6,3
942,655,63,"M",3,"R2","Monday",7,"1",0,0,1,1,5
1138,658,58,"F",3,"R2","Monday",8,"2",0,0,0,8,0
947,659,51,"F",1,"R2","Monday",6,"0",0,0,1,5,0
948,660,37,"F",1,"R2","Monday",4,"0",0,0,3,0,1
949,661,37,"F",4,"R2","Monday",5,"1",0,0,4,1,0
950,662,53,"F",4,"R2","Monday",7,"2",0,0,1,5,1
951,663,68,"F",4,"R2","Monday",3,"1",0,0,1,1,1
952,664,58,"M",3,"R2","Monday",6,"1",0,2,2,1,1
953,665,50,"F",3,"R2","Monday",7,"2",0,0,2,5,0
954,666,82,"M",4,"R2","Monday",12,"1",0,0,0,4,8
956,668,74,"M",4,"R2","Monday",8,"1",0,0,3,1,4
957,669,37,"F",4,"R2","Monday",12,"1",0,0,9,3,0
959,670,61,"F",2,"R2","Monday",26,"5",0,0,8,13,5
960,671,71,"F",4,"R2","Monday",16,"2",0,0,3,3,10
963,674,64,"F",3,"R2","Tuesday",4,"2",0,0,0,2,2
964,675,43,"F",3,"R2","Tuesday",1,"0",0,0,0,0,1
965,676,58,"F",4,"R2","Tuesday",23,"3",0,0,9,13,1
966,677,27,"F",3,"R2","Tuesday",10,"3",0,0,10,0,0
567,375,48,"F",3,"R2","Tuesday",4,"2",0,0,2,2,0
969,680,64,"M",1,"R2","Tuesday",4,"0",0,0,0,4,0
972,682,51,"M",4,"R2","Tuesday",14,"2",0,5,7,2,0
973,683,40,"F",2,"R2","Tuesday",9,"3",0,0,7,2,0
974,683,64,"F",2,"R2","Tuesday",8,"2",0,0,3,5,0
1042,740,55,"F",2,"R2","Tuesday",4,"1",1,0,2,1,0
975,684,60,"F",2,"R2","Tuesday",13,"3",0,0,1,12,0
976,685,65,"F",3,"R2","Tuesday",8,"3",0,0,3,3,2
977,686,60,"F",3,"R2","Tuesday",13,"3",0,0,6,7,0
978,687,68,"F",2,"R2","Tuesday",6,"1",0,0,0,1,5
980,689,17,"F",4,"R2","Tuesday",18,"1",0,14,0,3,1
1139,689,50,"F",3,"R2","Tuesday",22,"6+",0,1,5,16,0
981,690,63,"M",1,"R2","Tuesday",6,"3",0,0,0,5,1
1140,690,66,"F",2,"R2","Tuesday",14,"3",0,0,3,4,7
986,692,47,"M",1,"R2","Tuesday",17,"5",0,1,2,14,0
987,693,60,"F",2,"R2","Tuesday",11,"2",0,2,3,5,1
988,694,60,"M",1,"R2","Tuesday",21,"2",0,2,2,16,1
992,698,48,"F",1,"R2","Tuesday",3,"1",0,0,1,1,1
1141,698,85,"F",2,"R2","Tuesday",3,"1",0,0,1,1,1
993,699,58,"F",1,"R2","Tuesday",15,"4",1,0,8,0,6
1142,700,21,"F",3,"R2","Wednesday",9,"2",1,0,5,2,1
994,700,62,"F",2,"R2","Wednesday",8,"1",1,0,6,0,1
995,700,68,"M",2,"R2","Wednesday",5,"1",0,0,3,2,0
999,703,60,"M",3,"R2","Wednesday",16,"4",0,0,6,9,1
1000,704,76,"M",1,"R2","Wednesday",1,"0",0,0,0,0,1
1001,705,51,"M",4,"R2","Wednesday",32,"1",0,20,5,7,0
1002,706,76,"M",1,"R2","Wednesday",5,"2",0,0,0,2,3
1003,707,55,"F",3,"R2","Wednesday",2,"1",0,0,1,1,0
1143,707,59,"M",4,"R2","Wednesday",2,"0",0,0,1,1,0
1004,708,32,"M",1,"R2","Wednesday",9,"3",0,0,5,4,0
1005,709,31,"M",1,"R2","Wednesday",18,"2",0,0,8,9,1
1144,710,12,"F",3,"R2","Wednesday",36,"3",0,31,3,2,0
1007,710,62,"M",4,"R2","Wednesday",2,"0",0,1,1,0,0
1008,711,38,"F",4,"R2","Wednesday",23,"3",0,0,13,10,0
1010,713,49,"F",2,"R2","Wednesday",9,"2",0,0,3,6,0
1017,719,57,"M",4,"R2","Wednesday",5,"1",0,1,0,4,0
1018,720,75,"F",2,"R2","Wednesday",9,"1",0,0,0,1,8
1019,721,40,"F",3,"R2","Wednesday",31,"2",0,2,18,11,0
154,117,67,"F",4,"R2","Thursday",14,"3",0,2,3,7,2
1028,730,9,"M",2,"R2","Thursday",8,"1",0,5,2,1,0
1029,730,31,"F",1,"R2","Thursday",4,"0",0,1,2,1,0
1030,731,45,"F",4,"R2","Thursday",3,"1",0,0,2,1,0
1052,748,59,"F",4,"R2","Thursday",13,"0",0,0,0,13,0
1145,749,20,"M",4,"R2","Thursday",9,"3",0,2,7,0,0
1054,749,61,"M",4,"R2","Thursday",19,"3",0,3,4,12,0
1055,750,17,"M",3,"R2","Thursday",8,"4",0,6,0,2,0
1056,750,47,"F",3,"R2","Thursday",17,"6+",0,1,8,8,0
1057,751,56,"M",1,"R2","Thursday",11,"4",0,0,0,11,0
1146,752,45,"F",1,"R2","Thursday",126,"6+",0,100,21,5,0
1061,755,48,"F",3,"R2","Thursday",9,"3",0,0,3,6,0
91,88,58,"M",4,"R2","Friday",157,"1",0,20,32,34,71
92,88,23,"F",1,"R2","Friday",53,"1",0,0,17,31,5
127,105,59,"F",1,"R2","Friday",20,"0",0,0,4,9,7
1147,115,51,"F",1,"R2","Friday",14,"5",0,0,3,10,1
175,129,53,"F",3,"R2","Friday",9,"2",0,0,2,6,1
853,133,41,"M",3,"R2","Friday",8,"1",0,1,5,2,0
181,133,43,"F",1,"R2","Friday",11,"4",0,3,1,7,0
193,140,52,"F",1,"R2","Friday",8,"3",0,0,3,4,1
194,140,53,"M",2,"R2","Friday",5,"2",0,0,3,2,0
220,153,62,"F",4,"R2","Friday",11,"2",0,0,3,6,2
1148,155,19,"F",2,"R2","Friday",6,"1",0,0,1,5,0
222,155,48,"F",4,"R2","Friday",6,"1",0,0,1,5,0
243,169,23,"M",3,"R2","Friday",4,"1",0,0,2,2,0
244,169,60,"F",4,"R2","Friday",6,"3",0,0,1,4,1
254,177,59,"F",4,"R2","Friday",9,"2",0,0,7,2,0
261,181,59,"F",1,"R2","Friday",27,"4",0,0,6,11,10
314,207,53,"M",3,"R2","Friday",7,"1",0,1,1,5,0
321,212,65,"M",4,"R2","Saturday",1,"1",0,0,0,1,0
324,214,41,"F",2,"R2","Saturday",37,"4",0,0,0,37,0
325,214,61,"F",2,"R2","Saturday",5,"2",0,1,1,2,1
326,214,69,"M",1,"R2","Saturday",10,"3",0,0,1,6,3
340,222,55,"F",1,"R2","Saturday",13,"4",0,0,0,11,2
1149,246,54,"F",4,"R2","Saturday",4,"5",0,0,1,1,2
1150,248,48,"M",4,"R2","Saturday",3,"0",0,1,1,1,0
815,570,43,"M",2,"R2","Saturday",12,"1",0,0,5,7,0
1151,259,23,"M",3,"R2","Saturday",16,"2",0,13,1,2,0
415,271,56,"M",4,"R2","Saturday",22,"5",0,1,2,17,2
432,284,15,"M",2,"R2","Saturday",10,"1",0,2,1,6,1
433,284,57,"F",4,"R2","Saturday",14,"5",0,2,1,9,2
434,284,58,"M",3,"R2","Saturday",7,"1",0,1,0,6,0
869,289,54,"M",3,"R2","Saturday",38,"1",0,1,3,20,14
463,303,62,"M",3,"R2","Saturday",5,"4",0,0,1,4,0
1152,304,10,"F",4,"R2","Saturday",13,"1",0,10,1,2,0
464,304,46,"F",4,"R2","Saturday",40,"4",0,11,16,13,0
1153,304,46,"M",3,"R2","Saturday",19,"2",0,1,13,5,0
476,313,52,"F",3,"R2","Saturday",14,"5",0,1,7,6,0
1154,314,71,"F",1,"R2","Saturday",4,"3",0,0,0,2,2
1155,325,9,"M",4,"R2","Saturday",6,"2",0,3,1,2,0
494,325,22,"M",4,"R2","Saturday",5,"3",0,1,1,3,0
1156,325,48,"F",3,"R2","Saturday",24,"4",0,2,6,16,0
1157,325,51,"M",1,"R2","Saturday",2,"0",0,1,0,1,0
1158,328,19,"F",3,"R2","Saturday",3,"0",0,0,1,2,0
497,328,24,"F",2,"R2","Saturday",7,"2",0,1,1,5,0
498,328,52,"F",2,"R2","Saturday",4,"2",0,1,1,2,0
499,328,55,"M",3,"R2","Saturday",9,"4",0,1,4,4,0
1159,330,29,"M",1,"R2","Saturday",2,"0",0,0,0,2,0
501,330,63,"F",1,"R2","Saturday",6,"2",0,0,1,4,1
502,330,62,"M",4,"R2","Saturday",8,"1",0,0,1,2,5
504,332,67,"F",4,"R2","Saturday",6,"4",1,0,4,0,1
526,346,59,"F",4,"R2","Sunday",10,"1",2,0,0,6,2
530,349,56,"M",4,"R2","Sunday",24,"4",0,0,6,18,0
533,352,82,"F",4,"R2","Sunday",3,"0",0,0,0,0,3
536,354,61,"M",4,"R2","Sunday",3,"1",1,0,1,1,0
537,354,63,"F",2,"R2","Sunday",4,"1",1,0,2,1,0
540,356,16,"F",4,"R2","Sunday",2,"0",0,0,0,2,0
541,356,43,"F",4,"R2","Sunday",36,"1",0,1,15,20,0
543,358,23,"M",2,"R2","Sunday",3,"0",0,0,1,2,0
1160,359,43,"F",4,"R2","Sunday",1,"0",0,0,0,0,1
546,359,69,"F",1,"R2","Sunday",4,"1",0,0,0,3,1
572,379,42,"F",2,"R2","Sunday",47,"1",2,19,15,7,4
1161,388,30,"F",4,"R2","Sunday",23,"1",0,0,20,2,1
582,388,66,"F",3,"R2","Sunday",6,"1",1,2,1,2,0
585,391,58,"F",2,"R2","Sunday",3,"1",0,0,2,1,0
1162,393,41,"M",2,"R2","Sunday",4,"0",0,0,1,2,1
587,393,44,"M",4,"R2","Sunday",2,"0",0,0,0,1,1
593,398,56,"F",3,"R2","Sunday",5,"2",0,0,0,4,1
594,399,58,"F",3,"R2","Sunday",2,"0",0,0,1,1,0
822,577,64,"M",2,"R2","Sunday",1,"0",0,0,1,0,0
1163,402,32,"M",3,"R2","Sunday",6,"1",0,0,5,1,0
598,402,58,"F",1,"R2","Sunday",9,"2",0,0,2,7,0
599,403,58,"F",3,"R2","Sunday",7,"2",0,0,2,1,4
600,404,41,"F",4,"R2","Sunday",23,"6+",0,6,6,8,3
603,407,56,"F",3,"R2","Sunday",11,"2",0,0,3,7,1
1164,412,37,"F",3,"R2","Sunday",13,"2",0,0,7,4,2
610,412,64,"F",2,"R2","Sunday",5,"3",0,0,2,2,1
613,415,51,"M",3,"R2","Sunday",3,"1",0,0,1,2,0
831,585,54,"F",2,"R2","Sunday",19,"6+",0,3,3,11,2
617,419,46,"F",3,"R2","Sunday",1,"0",0,0,0,1,0
1165,420,48,"M",4,"R2","Sunday",5,"2",0,1,3,1,0
619,421,49,"M",2,"R2","Sunday",3,"0",0,0,1,1,1
628,425,19,"M",1,"R2","Sunday",5,"2",0,2,2,1,0
833,587,59,"F",2,"R2","Sunday",2,"1",0,0,0,1,1
834,588,52,"M",4,"R2","Monday",5,"1",0,0,3,1,1
1166,590,27,"F",4,"R2","Monday",9,"2",0,0,9,0,0
655,447,45,"M",3,"R2","Monday",9,"1",0,1,3,5,0
662,452,60,"F",2,"R2","Monday",3,"1",0,0,3,0,0
1167,460,25,"F",2,"R2","Monday",11,"1",0,0,1,10,0
674,460,27,"F",3,"R2","Monday",56,"3",0,0,55,1,0
675,461,36,"F",3,"R2","Monday",17,"1",0,15,2,0,0
1168,461,NA,"M",3,"R2","Monday",1,"0",0,0,1,0,0
688,468,78,"M",1,"R2","Monday",0,NA,0,0,0,0,0
691,471,60,"F",1,"R2","Monday",12,"2",0,0,6,6,0
698,478,17,"M",1,"R2","Monday",22,"2",0,18,1,3,0
699,478,19,"M",2,"R2","Monday",17,"3",0,2,13,2,0
700,478,48,"F",3,"R2","Monday",20,"3",0,3,5,12,0
701,478,49,"M",4,"R2","Monday",8,"3",0,2,0,6,0
1169,483,NA,"M",3,"R2","Monday",2,"0",0,0,1,0,1
713,489,65,"F",2,"R2","Monday",1,"0",0,0,1,0,0
1170,760,29,"F",4,"R2","Tuesday",5,"1",0,0,5,0,0
1171,761,21,"F",3,"R2","Tuesday",9,"1",0,2,2,5,0
1172,761,50,"F",2,"R2","Tuesday",9,"1",0,2,3,4,0
1173,761,53,"M",3,"R2","Tuesday",28,"0",0,0,24,4,0
1174,762,58,"F",2,"R2","Tuesday",6,"3",0,0,5,1,0
1175,763,62,"F",4,"R2","Tuesday",3,"0",0,0,0,1,2
1176,764,47,"M",4,"R2","Tuesday",14,"1",0,2,1,11,0
1177,765,10,"F",2,"R2","Tuesday",7,"1",1,2,1,3,0
1178,765,14,"M",2,"R2","Tuesday",7,"1",0,3,0,4,0
1179,765,43,"M",3,"R2","Tuesday",6,"2",1,3,1,1,0
1180,766,71,"M",4,"R2","Tuesday",10,"1",0,0,1,0,9
1181,767,73,"F",2,"R2","Tuesday",0,NA,0,0,0,0,0
1182,768,22,"F",4,"R2","Tuesday",3,"0",0,0,1,1,1
1183,769,56,"F",1,"R2","Tuesday",3,"2",0,0,2,1,0
1184,769,56,"M",3,"R2","Tuesday",3,"0",0,0,3,0,0
1185,770,39,"F",3,"R2","Tuesday",5,"0",0,0,0,5,0
1186,771,64,"M",4,"R2","Tuesday",1,"0",0,0,1,0,0
1187,772,63,"F",4,"R2","Tuesday",6,"2",0,0,1,3,2
1188,772,69,"M",4,"R2","Tuesday",1,"0",0,0,0,1,0
1189,773,59,"F",1,"R2","Tuesday",41,"1",0,1,11,28,1
1190,774,23,"F",3,"R2","Tuesday",1,"0",0,0,0,1,0
1191,774,54,"F",3,"R2","Tuesday",23,"1",0,0,1,2,20
1192,774,77,"F",3,"R2","Tuesday",2,"3",0,0,1,0,1
1193,775,54,"M",3,"R2","Tuesday",0,NA,0,0,0,0,0
229,159,53,"F",1,"R2","Tuesday",14,"3",0,0,0,14,0
1194,776,15,"F",4,"R2","Tuesday",5,"0",0,1,2,2,0
1195,776,49,"F",3,"R2","Tuesday",24,"3",0,2,10,10,2
1196,777,63,"F",3,"R2","Tuesday",3,"1",0,0,2,1,0
1197,778,57,"M",4,"R2","Wednesday",11,"6+",0,0,4,5,2
1198,779,38,"F",4,"R2","Wednesday",7,"4",2,0,5,0,0
1199,780,31,"F",3,"R2","Wednesday",2,"1",0,0,0,2,0
1200,780,40,"M",3,"R2","Wednesday",1,"0",0,0,1,0,0
1201,781,73,"F",4,"R2","Wednesday",5,"2",0,1,2,0,2
1202,782,70,"M",3,"R2","Wednesday",5,"2",0,0,3,2,0
1203,783,54,"M",2,"R2","Wednesday",3,"1",0,1,1,1,0
1204,784,54,"M",1,"R2","Wednesday",22,"2",0,1,18,3,0
1205,785,28,"M",2,"R2","Wednesday",6,"2",0,1,3,1,1
1206,786,23,"F",3,"R2","Wednesday",7,"2",0,3,4,0,0
1207,787,39,"M",1,"R2","Wednesday",4,"2",0,0,2,2,0
1208,788,61,"M",3,"R2","Wednesday",1,"0",0,0,0,1,0
1209,789,59,"M",2,"R2","Tuesday",11,"3",0,0,2,9,0
1210,790,NA,"F",1,"R2","Tuesday",18,"1",0,6,5,0,7
1211,791,27,"F",1,"R2","Tuesday",2,"0",0,0,1,1,0
1212,791,31,"F",2,"R2","Tuesday",3,"0",0,0,2,1,0
1213,792,22,"M",2,"R2","Tuesday",3,"0",0,0,1,2,0
1214,792,28,"M",3,"R2","Tuesday",7,"2",0,0,2,5,0
1215,792,52,"F",4,"R2","Tuesday",10,"4",0,0,4,6,0
1216,792,64,"M",1,"R2","Tuesday",3,"0",0,0,2,1,0
1217,793,42,"F",1,"R2","Tuesday",18,"6+",0,0,8,10,0
1218,794,26,"M",2,"R2","Tuesday",4,"1",0,1,1,2,0
1219,794,45,"F",2,"R2","Tuesday",4,"1",0,1,2,1,0
1220,794,47,"M",4,"R2","Tuesday",4,"1",0,1,2,1,0
1221,795,33,"M",2,"R2","Tuesday",3,"0",1,1,1,0,0
1222,796,21,"F",3,"R2","Tuesday",2,"0",0,1,0,1,0
1223,797,24,"F",4,"R2","Tuesday",84,"1",2,0,57,25,0
1224,797,66,"M",3,"R2","Tuesday",5,"1",2,0,0,3,0
1225,798,66,"M",3,"R2","Tuesday",0,NA,0,0,0,0,0
1226,799,28,"F",4,"R2","Tuesday",7,"3",0,0,3,4,0
1227,800,53,"F",1,"R2","Tuesday",5,"3",0,0,2,3,0
1228,801,53,"F",2,"R2","Tuesday",9,"1",0,1,0,5,3
1229,802,63,"F",1,"R2","Tuesday",9,"3",0,0,2,5,2
1230,803,51,"F",2,"R2","Tuesday",1,"2",0,1,0,0,0
1231,804,60,"F",3,"R2","Tuesday",2,"0",0,0,0,2,0
1232,805,31,"M",4,"R2","Tuesday",5,"2",0,0,2,3,0
1233,806,NA,"M",3,"R2","Tuesday",2,"0",0,0,1,1,0
1234,807,47,"M",3,"R2","Tuesday",4,"3",0,0,1,2,1
1235,808,62,"F",2,"R2","Tuesday",1,"0",0,0,1,0,0
1236,809,64,"M",2,"R2","Tuesday",2,"0",0,0,0,2,0
1237,810,69,"F",1,"R2","Tuesday",5,"1",0,2,0,2,1
1238,811,55,"F",4,"R2","Tuesday",2,"0",0,0,1,1,0
1239,812,76,"F",1,"R2","Tuesday",8,"2",0,2,2,4,0
1240,813,73,"M",3,"R2","Tuesday",1,"0",0,0,0,0,1
1241,814,55,"F",1,"R2","Tuesday",3,"1",0,0,1,2,0
1242,814,58,"M",3,"R2","Tuesday",6,"1",0,0,1,5,0
